0.00000000 1.40709472
0.00244379 -0.67729712
0.00488759 -7.49737501
0.00733138 0.90308940
0.00977517 0.58512026
0.01221896 1.02553976
0.01466276 -1.03384805
0.01710655 -0.45855507
0.01955034 -2.14025950
0.02199413 2.89085269
0.02443793 2.27494836
0.02688172 0.88510334
0.02932551 -1.09339070
0.03176931 2.03477454
0.03421310 0.60769284
0.03665689 -1.57288837
0.03910068 -1.24964631
0.04154448 -2.15498185
0.04398827 0.81398100
0.04643206 -1.91146755
0.04887586 -3.93463826
0.05131965 1.05184674
0.05376344 -1.26351857
0.05620723 -0.81307453
0.05865103 -0.01672384
0.06109482 0.15306208
0.06353861 -1.06850755
0.06598240 0.21148562
0.06842620 -1.24763334
0.07086999 -0.19222444
0.07331378 2.07363534
0.07575758 -1.66824162
0.07820137 -0.91416907
0.08064516 -0.97986805
0.08308896 -0.80671734
0.08553275 4.01129818
0.08797654 1.85839868
0.09042034 0.55512154
0.09286413 2.29354668
0.09530792 -1.02369201
0.09775171 3.75473094
0.10019550 -2.85312939
0.10263930 -1.08879924
0.10508309 0.13444488
0.10752688 -1.03018177
0.10997067 -0.26682314
0.11241446 -0.08188105
0.11485826 -2.61234069
0.11730205 0.82898539
0.11974584 -2.44988036
0.12218964 4.62766886
0.12463343 -2.62989306
0.12707722 -0.05742860
0.12952101 1.86801159
0.13196480 -0.51706326
0.13440861 0.12582114
0.13685240 4.69403076
0.13929619 -2.32320809
0.14173998 0.65585667
0.14418377 1.72707808
0.14662756 0.59220815
0.14907137 -0.17171130
0.15151516 4.60709286
0.15395895 -1.44749844
0.15640274 1.44998908
0.15884653 -0.95408088
0.16129032 3.27779174
0.16373411 0.79676849
0.16617791 1.01200545
0.16862170 -0.60975337
0.17106549 2.34029126
0.17350928 -1.27592504
0.17595308 1.37885833
0.17839687 -0.25573030
0.18084067 -0.92450029
0.18328446 0.67789489
0.18572825 1.72440457
0.18817204 -1.22297037
0.19061583 1.39244509
0.19305962 1.35982561
0.19550343 1.90926862
0.19794722 5.33035994
0.20039101 3.07507563
0.20283480 6.22229338
0.20527859 3.08884287
0.20772238 1.91467786
0.21016617 -0.83572465
0.21260998 -2.86826897
0.21505377 -0.29699415
0.21749756 -2.19586110
0.21994135 1.24734151
0.22238514 3.57095122
0.22482893 0.82783020
0.22727273 1.70597744
0.22971652 0.26661506
0.23216031 -2.86958051
0.23460411 0.38132840
0.23704790 0.49739367
0.23949169 2.36436915
0.24193548 2.43288898
0.24437928 4.53519964
0.24682307 0.04123951
0.24926686 2.81985807
0.25171065 1.99291062
0.25415444 -0.66104269
0.25659823 1.67340648
0.25904202 -1.30980647
0.26148582 -2.07911205
0.26392961 1.75943744
0.26637343 -2.00114179
0.26881722 2.59912539
0.27126101 -3.51268029
0.27370480 5.47059870
0.27614859 -3.51814389
0.27859238 -1.89797187
0.28103617 -3.94362235
0.28347996 2.51911044
0.28592375 -1.72672117
0.28836754 -3.19438386
0.29081133 -1.20896828
0.29325512 2.10629106
0.29569891 -1.16806674
0.29814273 0.35666344
0.30058652 -0.45945778
0.30303031 1.70555770
0.30547410 -4.10526133
0.30791789 -3.32396007
0.31036168 2.08359456
0.31280547 2.72184110
0.31524926 1.93093169
0.31769305 0.83223236
0.32013685 2.73087120
0.32258064 -0.97676039
0.32502443 0.57417452
0.32746822 2.81838775
0.32991204 3.41158605
0.33235583 0.52587110
0.33479962 -0.99637336
0.33724341 0.85692960
0.33968720 -0.41224518
0.34213099 1.95948279
0.34457478 -0.52289212
0.34701857 3.99539256
0.34946236 2.22253799
0.35190615 -0.27443069
0.35434994 -1.65342522
0.35679373 4.58547306
0.35923752 0.86742103
0.36168134 -1.80313516
0.36412513 -0.66534549
0.36656892 -0.03834172
0.36901271 -0.42351034
0.37145650 -2.62197709
0.37390029 -1.56006539
0.37634408 2.58046389
0.37878788 1.12517619
0.38123167 -1.19420063
0.38367546 -0.27197894
0.38611925 -0.83952600
0.38856304 -2.76523209
0.39100686 0.14499557
0.39345065 1.25836003
0.39589444 0.31515360
0.39833823 5.36642075
0.40078202 3.20335484
0.40322581 2.43106794
0.40566960 2.90267277
0.40811339 3.75664806
0.41055718 1.86345434
0.41300097 -1.19903398
0.41544476 3.77911234
0.41788855 -0.29405600
0.42033234 0.16767225
0.42277616 3.59012055
0.42521995 2.67875695
0.42766374 1.41926193
0.43010753 6.40718889
0.43255132 -0.36374515
0.43499511 -0.87582934
0.43743891 2.27100182
0.43988270 -0.48731562
0.44232649 0.85082883
0.44477028 -0.71507007
0.44721407 1.14303446
0.44965786 4.78803539
0.45210165 1.59622288
0.45454547 -1.85895956
0.45698926 3.38943195
0.45943305 1.77122688
0.46187684 -2.33484411
0.46432063 -0.33593377
0.46676442 0.56614101
0.46920821 -2.98003244
0.47165200 3.56386971
0.47409579 0.04627479
0.47653958 0.19777913
0.47898337 -1.83127737
0.48142716 0.18479577
0.48387095 -0.39362180
0.48631477 0.17750844
0.48875856 -2.63930750
0.49120235 0.38332680
0.49364614 -2.38929701
0.49608994 -2.32513475
0.49853373 0.44697106
0.50097752 0.43791261
0.50342131 1.79073703
0.50586510 0.04315355
0.50830889 2.04180622
0.51075268 -3.23994899
0.51319647 1.53580797
0.51564026 -0.59582233
0.51808405 -4.01215267
0.52052784 2.47232819
0.52297163 -2.12502360
0.52541542 -1.36240685
0.52785921 0.66634369
0.53030300 -2.70387959
0.53274685 0.06644274
0.53519064 -0.80595672
0.53763443 -1.92252517
0.54007822 -2.14667749
0.54252201 -1.46407878
0.54496580 -1.05519605
0.54740959 -1.10612869
0.54985338 0.71172947
0.55229717 2.41430235
0.55474097 -0.80465913
0.55718476 0.79378980
0.55962855 1.96815705
0.56207234 1.99433470
0.56451613 0.80531317
0.56695992 1.04680216
0.56940371 -0.21306252
0.57184750 4.15203667
0.57429129 -0.19542819
0.57673508 -1.64207506
0.57917887 2.04890251
0.58162266 2.18598509
0.58406645 1.35926569
0.58651024 5.05446100
0.58895403 4.34443235
0.59139782 3.78638744
0.59384167 2.93426633
0.59628546 0.67387700
0.59872925 4.10464859
0.60117304 4.10924387
0.60361683 1.44857574
0.60606062 1.15560651
